scraped_at,tab,load_id,pay,pickup_location,pickup_time,delivery_location,delivery_time,dhpu,loaded,notes,total_miles,rate_per_mile,score,deadhead_miles
2026-08-11T14:57:34.254256,WG,72118050,"$2,634.21","FISHERS, IN",08/13 09:00,"RENSSELAER, NY",08/14 08:00,"2,061",792,NO NOTES,2853,0.92,2,
2026-08-11T14:58:36.008703,SE,72118049,$598.89,"SEGUIN, TX",08/12 08:00,"ALVARADO, TX",08/12 14:03,"1,363",214,NO NOTES,1577,0.38,1,
2026-08-11T15:00:36.488993,WG,72118048,"$3,975.92","SPOKANE, WA",08/11 17:30,"LA VERNE, CA",08/13 11:00,"1,224","1,224","'D', 93"" I/S WIDTH MINIMUM & TAG/3RD AXEL (OR ER-UNIT) FOR LARGE PHARMA. TANK IN METAL RACK",2448,1.62,21,
2026-08-11T15:15:12.217131,WG,72118052,"$1,099.35","LOCKBOURNE, OH",08/13 08:00,"BROOKS, KY",08/13 13:45,"2,227",221,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2448,0.45,1,
2026-08-11T15:22:35.657926,WG,72118056,"$2,430.93","FISHERS, IN",08/13 09:00,"RENSSELAER, NY",08/14 09:00,"2,061",792,NO NOTES,2853,0.85,2,
2026-08-11T15:29:55.691325,WG,72118058,"$3,217.39","RENSSELAER, NY",08/13 13:00,"NASHVILLE, TN",08/14 11:52,"2,788","1,005",NO NOTES,3793,0.85,3,
2026-08-11T15:30:27.812942,SE,72118030,$589.73,"MANCHESTER, PA",08/12 08:00,"SUMMIT, NJ",08/12 12:00,"2,598",163,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2761,0.21,1,
2026-08-11T15:44:18.552131,SE,72118034,$785.78,"BOSTON, MA",08/14 09:00,"BOSTON, MA",08/14 14:05,"2,964",98,NO NOTES,3062,0.26,1,
2026-08-11T15:51:17.995933,SE,72118035,$789.31,"BOSTON, MA",08/13 09:00,"BOSTON, MA",08/13 14:00,"2,964",77,NO NOTES,3041,0.26,1,
2026-08-11T15:56:45.155332,WG,72118059,"$2,978.83","MARSEILLES, IL",08/12 11:00,"LYNCHBURG, VA",08/13 04:32,"1,925",754,L1238923: NO PETS,2679,1.11,6,
2026-08-11T15:57:50.074530,WG,72118061,"$5,536.55","CRANBURY, NJ",08/13 10:00,"OAKDALE, MN",08/14 12:56,"2,727","1,196",NO NOTES,3923,1.41,16,
2026-08-11T16:02:48.012001,SE,72107930,"$1,765.97","WORCESTER, MA",08/16 16:00,"BUFFALO, NY",08/17 02:24,"2,923",419,NO NOTES,3342,0.53,1,
2026-08-11T16:09:30.899882,SE,72117987,"$5,786.17","FOOTHILL RANCH, CA",08/11 18:30,"INDIAN SHORES, FL",08/14 08:00,45,"2,494",NO NOTES,2539,2.28,41,
2026-08-11T16:16:14.647546,SE,72118062,"$2,952.42","ISLANDIA, NY",08/12 08:00,"VERGENNES, VT",08/12 16:07,"2,813",311,NO NOTES,3124,0.95,3,
2026-08-11T16:23:39.154297,SE,72110202,"$3,531.21","ROCHESTER, NY",08/16 16:15,"PAPILLION, NE",08/17 16:20,"2,571","1,062",NO NOTES,3633,0.97,3,
2026-08-11T16:28:27.585605,WG,72118037,"$1,045.32","CRANBURY, NJ",08/12 08:00,"ELIZABETH, NJ",08/12 11:00,"2,727",35,NO NOTES,2762,0.38,1,
2026-08-11T16:29:53.664852,WG,72117989,"$2,754.67","PHILADELPHIA, PA",08/13 14:00,"INDIANAPOLIS, IN",08/14 08:00,"2,694",671,NO NOTES,3365,0.82,2,
2026-08-11T16:30:31.087720,SE,72118033,$785.78,"BOSTON, MA",08/14 09:00,"BOSTON, MA",08/14 14:05,"2,964",98,NO NOTES,3062,0.26,1,
2026-08-11T16:56:56.730544,WG,72118069,"$1,183.51","LOUISVILLE, KY",08/13 07:00,"LA VERGNE, TN",08/13 11:55,"2,062",182,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2244,0.53,1,
2026-08-11T17:37:21.725538,WG,72115785,"$6,949.29","CARSON, CA",08/14 17:00,"FRANKLIN, TN",08/17 09:00,42,"2,019",NO NOTES,2061,3.37,73,
2026-08-11T17:57:29.637049,WG,72118073,"$4,126.21","KANSAS CITY, MO",08/13 10:00,"DURHAM, NC",08/14 08:00,"1,594","1,048",NO NOTES,2642,1.56,19,
2026-08-11T18:09:07.318938,WG,72118072,"$3,506.84","BETHLEHEM, PA",08/14 09:00,"DURHAM, NC",08/17 09:30,"2,681",466,MUST HAVE ETRACK SYSTEM W/ MIN 7 STRAPS AND 2 BLANKET PADS,3147,1.11,6,
2026-08-11T18:28:33.070502,WG,72118086,"$1,259.55","ALLENTOWN, PA",08/12 12:00,"RENSSELAER, NY",08/12 18:08,"2,660",218,NO NOTES,2878,0.44,1,
2026-08-11T18:35:40.457296,WG,72118087,"$1,009.78","BOSTON, MA",08/12 12:00,"PORTSMOUTH, NH",08/12 14:41,"2,960",56,NO NOTES,3016,0.33,1,
2026-08-11T19:02:13.486108,SE,72074205,"$2,928.12","TACOMA, WA",08/16 19:00,"SOUTH JORDAN, UT",08/17 14:52,"1,126",864,"F1126192: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING BASEBALL EQUIPMENT, PCS/WT VARY",1990,1.47,16,
2026-08-11T19:08:37.456487,WG,72118088,"$1,339.62","SHEPHERDSVILLE, KY",08/13 14:00,"OLIVE BRANCH, MS",08/14 09:00,"2,072",369,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2441,0.55,1,
2026-08-11T19:08:42.750218,WG,72118089,"$2,518.22","SHEPHERDSVILLE, KY",08/13 14:00,"FLOWER MOUND, TX",08/14 09:22,"2,072",840,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2912,0.86,2,
2026-08-11T19:36:39.570997,WG,72118091,$964.96,"SHEPHERDSVILLE, KY",08/13 13:00,"GROVE CITY, OH",08/14 08:00,"2,072",216,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2288,0.42,1,
2026-08-11T20:02:22.434661,SE,72084308,"$2,454.88","DURHAM, NC",08/16 20:00,"MEMPHIS, TN",08/17 12:58,"2,488",727,NO NOTES,3215,0.76,2,
2026-08-11T20:07:50.216802,WG,72118093,"$2,907.57","LOUISVILLE, KY",08/13 07:30,"ORLANDO, FL",08/14 18:08,"2,062",909,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2971,0.98,3,
2026-08-11T20:50:44.858917,WG,72118100,"$8,532.23","LOUISVILLE, KY",08/14 08:30,"KENT, WA",08/18 09:00,"2,062","2,988",L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,5050,1.69,27,
2026-08-11T21:02:11.408341,SE,72055143,"$2,454.52","JACKSONVILLE, FL",08/16 21:00,"MEMPHIS, TN",08/17 12:42,"2,391",668,BASEBALL EQUIPMENT// 20FT TRUCK REQ,3059,0.80,2,
2026-08-11T22:08:56.727631,SE,72059833,"$1,709.96","OKLAHOMA CITY, OK",08/16 22:00,"SUGAR LAND, TX",08/17 09:18,"1,299",459,"OKL2SO: BASEBALL EQUIPMENT/DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING/PCS,WT MAY VARY",1758,0.97,1,
2026-08-11T23:02:12.292271,SE,72078128,"$2,517.56","TACOMA, WA",08/16 23:00,"WEST SACRAMENTO, CA",08/17 15:51,"1,126",722,CH2502: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING.,1848,1.36,12,
2026-08-12T00:36:53.924844,SE,72070455,"$1,903.42","OKLAHOMA CITY, OK",08/17 00:30,"ALBUQUERQUE, NM",08/17 14:07,"1,299",546,BASEBALL EQ PCS & WGT VARIES DRIVER MAY HAVE TO HELP WITH LOADING/UNLOADING,1845,1.03,2,
2026-08-12T01:02:01.740390,WG,72118068,"$5,328.24","LA VERGNE, TN",08/17 01:00,"SCOTTSDALE, AZ",08/18 13:18,"1,990","1,636",NO NOTES,3626,1.47,18,
2026-08-12T01:02:19.670131,SE,72082117,"$2,210.78","LAS VEGAS, NV",08/17 01:00,"ALBUQUERQUE, NM",08/17 15:00,244,588,L1131164: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING.,832,2.66,48,
2026-08-12T05:15:07.299808,WG,72118141,"$3,441.49","ROCKFORD, IL",08/13 10:00,"DURHAM, NC",08/14 08:00,"1,929",864,NO NOTES,2793,1.23,9,
2026-08-12T05:36:41.349990,WG,72118143,"$6,197.55","LOCKBOURNE, OH",08/13 19:00,"MONTCLAIR, CA",08/17 11:00,"2,227","2,228",IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,4455,1.39,16,
2026-08-12T07:09:03.223049,SE,72118125,$802.73,"LACONIA, NH",08/12 10:30,"NORTHBOROUGH, MA",08/12 14:15,"2,954",106,NO NOTES,3060,0.26,1,
2026-08-12T07:15:38.556563,WG,72118147,"$1,284.66","MALVERN, PA",08/13 14:00,"WALTHAM, MA",08/14 07:30,"2,662",320,NO NOTES,2982,0.43,1,
2026-08-12T07:37:08.379984,WG,72061117,"$1,207.38","LOUISVILLE, KY",08/17 07:30,"LA VERGNE, TN",08/17 14:23,"2,062",183,NO NOTES,2245,0.54,1,
2026-08-12T07:44:03.849300,WG,72118155,"$1,838.06","SHEPHERDSVILLE, KY",08/13 17:00,"KERNERSVILLE, NC",08/14 08:00,"2,072",476,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2548,0.72,2,
2026-08-12T07:51:21.448618,SE,72118156,"$1,023.36","WEST DEPTFORD, NJ",08/12 10:30,"TAMAQUA, PA",08/12 10:31,"2,687",103,NO NOTES,2790,0.37,1,
2026-08-12T07:57:31.708834,WG,72118180,"$1,077.64","ROBBINSVILLE, NJ",08/13 11:00,"ALLENTOWN, PA",08/13 15:30,"2,714",74,NO NOTES,2788,0.39,1,
2026-08-12T07:58:28.377712,SE,72118179,$452.37,"GREENCASTLE, PA",08/14 08:00,"JESSUP, MD",08/14 11:14,"2,556",82,NO NOTES,2638,0.17,1,
2026-08-12T08:02:36.751310,WG,72113880,"$1,215.06","GROVE CITY, OH",08/17 08:00,"WHITESTOWN, IN",08/17 14:00,"2,217",198,"PR2297: IF PALLET JACK REQUESTED NEED TO MAKE SURE IT'S ACCESSIBLE TO OFFLOAD TRK. DRIVERS MAY NEED TO OFFLOAD TRK TO DOCK AT DELIVERIES, ESPECIALLY NC AND FL.",2415,0.50,1,
2026-08-12T08:09:12.367999,WG,72111621,"$1,090.38","LOUISVILLE, KY",08/17 08:00,"LOUISVILLE, KY",08/17 08:00,"2,062",0,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2062,0.53,1,
2026-08-12T08:09:40.577636,SE,72115459,$947.68,"BOSTON, MA",08/17 08:00,"BOSTON, MA",08/17 14:30,"2,964",5,NO NOTES,2969,0.32,1,
2026-08-12T08:15:07.624490,WG,72118181,$968.71,"FISHERS, IN",08/13 09:00,"BLOOMINGTON, IN",08/13 12:05,"2,061",75,NO NOTES,2136,0.45,1,
2026-08-12T08:44:12.148201,WG,72117828,"$3,249.14","ALLENTOWN, PA",08/17 08:30,"BROOKS, KY",08/18 08:30,"2,660",660,NO NOTES,3320,0.98,3,
2026-08-12T08:44:23.030064,SE,72118187,"$1,885.22","WOODBURY, MN",08/12 10:00,"GRAND RAPIDS, MI",08/13 08:00,"1,904",570,NO NOTES,2474,0.76,2,
2026-08-12T09:02:32.614603,WG,72113753,"$1,259.55","ALLENTOWN, PA",08/17 09:00,"RENSSELAER, NY",08/17 15:08,"2,660",218,NO NOTES,2878,0.44,1,
2026-08-12T09:02:37.350643,WG,72102690,"$2,730.09","LA VERGNE, TN",08/17 09:00,"FAIRFIELD, NJ",08/18 05:03,"1,990",872,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2862,0.95,2,
2026-08-12T09:02:40.984257,WG,72113765,"$1,343.04","PHILADELPHIA, PA",08/17 09:00,"RENSSELAER, NY",08/17 15:07,"2,694",217,NO NOTES,2911,0.46,1,
2026-08-12T09:03:17.620718,SE,72118092,$628.62,"MIAMI, FL",08/17 09:00,"MULBERRY, FL",08/17 15:05,"2,715",216,NO NOTES,2931,0.21,1,
2026-08-12T09:09:23.523785,WG,72117699,"$2,021.90","CALEDONIA, MI",08/17 09:00,"ALLENTOWN, PA",08/18 08:00,"2,153",667,NO NOTES,2820,0.72,2,
2026-08-12T09:09:50.399568,SE,72117690,$776.94,"BOSTON, MA",08/17 09:00,"BOSTON, MA",08/17 14:30,"2,964",54,NO NOTES,3018,0.26,1,
2026-08-12T09:15:57.234570,WG,72118196,"$1,122.69","PHILADELPHIA, PA",08/14 10:00,"SOUDERTON, PA",08/14 12:12,"2,694",33,NO NOTES,2727,0.41,1,
2026-08-12T09:16:28.215601,SE,72118211,"$1,646.03","MCKINNEY, TX",08/12 18:30,"KANSAS CITY, MO",08/13 08:30,"1,435",461,NO NOTES,1896,0.87,1,
2026-08-12T09:29:40.542313,WG,72118219,"$1,549.33","GREENVILLE, NC",08/13 15:30,"ALLENTOWN, PA",08/13 15:30,"2,592",451,NO NOTES,3043,0.51,1,
2026-08-12T09:37:28.574878,WG,72060339,"$2,186.98","LOUISVILLE, KY",08/17 09:30,"OLIVE BRANCH, MS",08/18 07:00,"2,062",382,"TVAL 36-46 C SP 40 C, DRIVER SECURE, NON HAZ PHARMACEUTICALS",2444,0.89,2,
2026-08-12T09:49:33.280472,WG,72118222,"$3,481.43","HARRISBURG, PA",08/12 15:44,"SHREVEPORT, LA",08/14 07:00,"2,590","1,264",L1233585: BE SURE THAT YOUR PREVENTIVE MAINTANANCE IS UP TO DATE BEFORE PICKING UP.********,3854,0.90,3,
2026-08-12T09:50:34.496188,WG,72118223,"$1,133.92","ALLENTOWN, PA",08/13 15:00,"WILMINGTON, MA",08/14 08:00,"2,660",317,NO NOTES,2977,0.38,1,
2026-08-12T10:02:12.780956,WG,72117344,"$5,600.97","TAMPA, FL",08/17 10:00,"ROCKFORD, IL",08/18 16:00,"2,467","1,252",NO NOTES,3719,1.51,19,
2026-08-12T10:02:15.982416,WG,72116288,"$3,386.76","OKLAHOMA CITY, OK",08/17 10:00,"TORRANCE, CA",08/18 16:05,"1,297","1,344",NO NOTES,2641,1.28,11,
2026-08-12T10:08:06.608028,WG,72118227,"$1,275.73","MORRISVILLE, NC",08/13 10:00,"WILMINGTON, NC",08/13 14:31,"2,499",142,NO NOTES,2641,0.48,1,
2026-08-12T10:09:23.334254,WG,72117747,"$5,728.59","AUDUBON, PA",08/17 10:00,"MIAMI, FL",08/18 11:45,"2,672","1,210",NO NOTES,3882,1.48,18,
2026-08-12T10:50:52.772923,WG,72118235,$976.69,"BOONE, IA",08/14 09:00,"ORANGE CITY, IA",08/14 14:18,"1,674",179,"BLIND SHIPMENT, DOES NOT WANT THE PICKUP TO KNOW WHERE ITS DELIVERING TOO",1853,0.53,1,
2026-08-12T10:57:21.022628,WG,72118259,"$2,503.40","WILMINGTON, NC",08/13 14:00,"HORSEHEADS, NY",08/14 08:00,"2,576",651,NO NOTES,3227,0.78,2,
2026-08-12T11:02:23.204416,WG,72102679,$926.36,"LA VERGNE, TN",08/17 11:00,"MEMPHIS, TN",08/17 16:58,"1,990",210,UP TO 6 PALLETS,2200,0.42,1,
2026-08-12T11:02:26.347509,WG,72110128,"$10,641.82","LA VERNE, CA",08/17 11:00,"LA VERNE, CA",08/19 17:35,0,"2,448","'D', 93"" I/S WIDTH MINIMUM & TAG/3RD AXEL (OR ER-UNIT) FOR LARGE PHARMA. TANK IN METAL RACK",2448,4.35,80,
2026-08-12T11:02:36.875575,SE,72118174,$911.91,"MECHANICSBURG, PA",08/12 16:00,"MILLBURN, NJ",08/13 09:00,"2,575",163,NO NOTES,2738,0.33,1,
2026-08-12T11:08:21.137562,WG,72118255,$922.08,"NORTH CHARLESTON, SC",08/13 11:00,"WILMINGTON, NC",08/13 16:17,"2,464",178,NO NOTES,2642,0.35,1,
2026-08-12T11:09:35.943503,WG,72117865,"$1,071.39","GARNER, NC",08/17 11:00,"WILMINGTON, NC",08/17 15:04,"2,517",121,NO NOTES,2638,0.41,1,
2026-08-12T11:09:52.013774,WG,72117760,"$1,579.54","LA VERGNE, TN",08/17 11:00,"PLAINFIELD, IN",08/18 08:00,"1,990",315,NO NOTES,2305,0.69,1,
2026-08-12T11:09:57.531868,WG,72117629,"$1,090.51","TORRANCE, CA",08/17 11:00,"SAN DIEGO, CA",08/17 15:10,51,105,NO NOTES,156,6.99,71,
2026-08-12T11:10:46.918692,SE,72117730,"$2,205.57","RIVERTON, WY",08/17 11:00,"HELENA, MT",08/18 10:00,953,629,NO NOTES,1582,1.39,13,
2026-08-12T11:16:22.154184,SE,72117805,"$1,349.77","ROCHESTER, NY",08/12 14:00,"STERLING, VA",08/13 08:00,"2,570",374,NO NOTES,2944,0.46,1,
2026-08-12T11:43:46.719510,WG,72118283,"$8,442.43","ORLANDO, FL",08/17 08:00,"HUNTINGTON BEACH, CA",08/19 16:07,"2,536","2,557",NO NOTES,5093,1.66,26,
2026-08-12T11:51:35.750841,SE,72118284,"$2,936.96","JACKSON, TN",08/12 15:15,"LAREDO, TX",08/13 13:20,"1,849",968,ORDER NOTE: PICK UP NUMBER 8110225045,2817,1.04,4,
2026-08-12T11:58:14.715966,WG,72118285,"$2,642.60","EAST GREENBUSH, NY",08/17 09:00,"BLOOMINGTON, IN",08/18 08:00,"2,791",840,NO NOTES,3631,0.73,2,
2026-08-12T12:02:30.748596,WG,72117588,"$2,526.48","BLOOMINGTON, IN",08/17 12:00,"RENSSELAER, NY",08/18 07:48,"2,021",837,NO NOTES,2858,0.88,2,
2026-08-12T12:02:34.341711,WG,72116927,"$5,961.57","SAN DIEGO, CA",08/17 12:00,"BLOOMINGTON, IN",08/19 09:42,107,"2,078","ALN300: IF SHIPPER REQUESTS A TEMPERATURE SET POINT CHANGE, DO NOT CHANGE WITHOUT CUSTOMER'S APPROVAL.",2185,2.73,54,
2026-08-12T12:02:45.086968,SE,72118268,"$2,484.89","LEXINGTON, MA",08/13 12:00,"HERNDON, VA",08/14 09:00,"2,958",459,US DRIVERS WITH CLEAN RECORDS,3417,0.73,2,
2026-08-12T12:09:26.810774,WG,72118286,"$3,293.33","EAST GREENBUSH, NY",08/17 10:00,"EDEN PRAIRIE, MN",08/18 13:59,"2,791","1,245",MUST BE SEALABLE,4036,0.82,3,
2026-08-12T12:09:52.169122,WG,72085765,"$3,504.82","LOS ANGELES, CA",08/17 12:00,"FORT COLLINS, CO",08/18 12:14,31,"1,069",NO NOTES,1100,3.19,64,
2026-08-12T12:09:55.514524,WG,72118171,"$1,186.31","BLOOMINGTON, IN",08/17 12:00,"MOUNT PROSPECT, IL",08/17 19:30,"2,021",260,NO NOTES,2281,0.52,1,
2026-08-12T12:09:58.902083,WG,72113459,"$6,483.28","SAN DIEGO, CA",08/17 12:00,"EAST GREENBUSH, NY",08/20 09:00,107,"2,871",NO NOTES,2978,2.18,39,
2026-08-12T12:10:02.288600,WG,72110361,"$2,450.82","LA VERGNE, TN",08/17 12:00,"OMAHA, NE",08/18 09:00,"1,990",760,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2750,0.89,2,
2026-08-12T12:10:08.657176,WG,72110306,"$3,243.71","LA VERGNE, TN",08/17 12:00,"LUBBOCK, TX",08/18 12:42,"1,990","1,044","CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",3034,1.07,5,
2026-08-12T12:43:27.695906,WG,72118289,"$1,188.30","MOUNT VERNON, IN",08/13 14:00,"GROVEPORT, OH",08/13 23:30,"1,948",345,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2293,0.52,1,
2026-08-12T13:02:28.163662,WG,72118287,"$1,457.27","LA VERGNE, TN",08/17 13:00,"SPRINGFIELD, IL",08/18 09:00,"1,990",388,NO NOTES,2378,0.61,1,
2026-08-12T13:02:31.579008,WG,72117983,"$6,259.17","LOGAN, UT",08/17 13:00,"TARRYTOWN, NY",08/20 08:00,738,"2,182",NO NOTES,2920,2.14,38,
2026-08-12T13:08:51.085749,WG,72115429,$941.93,"SHEPHERDSVILLE, KY",08/17 13:00,"LA VERGNE, TN",08/18 07:00,"2,072",171,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2243,0.42,1,
2026-08-12T13:08:54.261459,WG,72110369,$930.96,"LA VERGNE, TN",08/17 13:00,"COLLIERVILLE, TN",08/18 09:00,"1,990",219,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2209,0.42,1,
2026-08-12T13:08:59.440609,WG,72117703,"$3,155.39","BROOKS, KY",08/17 13:00,"MIAMI, FL",08/18 13:23,"2,067","1,076",IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,3143,1.00,3,
2026-08-12T13:09:04.592928,WG,72110310,"$1,884.95","LA VERGNE, TN",08/17 13:00,"CORAOPOLIS, PA",08/18 08:00,"1,990",575,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2565,0.73,2,
2026-08-12T13:09:07.069052,WG,72115132,"$1,758.74","SHEPHERDSVILLE, KY",08/17 13:00,"DOTHAN, AL",08/18 09:00,"2,072",538,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2610,0.67,1,
2026-08-12T13:30:31.426882,SE,72118164,"$2,967.87","FREDERICK, MD",08/17 09:00,"FARMERS BRANCH, TX",08/19 08:00,"2,574","1,325","MUST HAVE E-TRACK !!!!  ITEMS WILL BE LOADED INDIVIDUALLY SO I NEED A WAY TO STRAP HIGH AND LOW TO KEEP MY ITEMS IN PLACE FOR THE RIDE COMMODITY - CHAIR RAIL, WALL CAP, BEAMS 2000LBS / 150PCS",3899,0.76,3,
2026-08-12T13:36:25.504697,WG,72118303,"$1,290.14","SHEPHERDSVILLE, KY",08/13 18:00,"ITASCA, IL",08/14 09:00,"2,072",341,NO NOTES,2413,0.53,1,
2026-08-12T13:37:01.514338,WG,72118296,"$6,700.46","LOGAN, UT",08/17 13:00,"PORTSMOUTH, NH",08/20 08:00,738,"2,415",NO NOTES,3153,2.13,37,
2026-08-12T13:49:42.250491,WG,72118308,"$1,006.51","BOSTON, MA",08/13 08:00,"WEST HAVEN, CT",08/13 15:33,"2,964",162,NO NOTES,3126,0.32,1,
2026-08-12T14:00:54.952025,WG,72118309,$798.75,"MEMPHIS, TN",08/13 10:00,"MEMPHIS, TN",08/13 15:01,"1,774",2,NO NOTES,1776,0.45,1,
2026-08-12T14:02:42.761178,WG,72118192,"$1,311.27","INDIANAPOLIS, IN",08/17 14:00,"ERIE, PA",08/18 08:00,"2,046",409,NO NOTES,2455,0.53,1,
2026-08-12T14:02:45.551654,WG,72102606,"$1,722.84","LA VERGNE, TN",08/17 14:00,"RALEIGH, NC",08/18 08:00,"1,990",522,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2512,0.69,1,
2026-08-12T14:02:48.276595,WG,72102666,"$1,921.66","LA VERGNE, TN",08/17 14:00,"MONROEVILLE, PA",08/18 08:00,"1,990",587,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2577,0.75,2,
2026-08-12T14:03:18.262611,SE,72118173,$763.84,"LOUISVILLE, KY",08/17 14:00,"INDIANAPOLIS, IN",08/17 17:54,"2,052",113,NO NOTES,2165,0.35,1,
2026-08-12T14:08:19.452864,WG,72117138,"$2,161.71","LOUISVILLE, KY",08/13 15:30,"NEW CUMBERLAND, PA",08/14 08:30,"2,062",578,NEED TWIC CARD FOR DEL,2640,0.82,2,
2026-08-12T14:09:37.556837,WG,72088368,"$2,556.73","GREENSBORO, NC",08/17 14:00,"JACKSON, MS",08/18 09:00,"2,433",713,"TR30SU: PLEASE USE STRAPS AT ALL TIMES, CALL TCI WITH ANY EXCEPTIONS DURING BUSINESS HOURS ONLY",3146,0.81,2,
2026-08-12T14:09:47.319650,WG,72117982,"$1,148.40","CLINTON, TN",08/17 14:00,"LA VERGNE, TN",08/18 07:30,"2,146",171,EI100T: *** NEEDS PAP# ASAP TO GET YOU PRECLEARED .***,2317,0.50,1,
2026-08-12T14:16:30.767978,SE,72118311,"$1,048.74","INDIANAPOLIS, IN",08/14 09:00,"INDIANAPOLIS, IN",08/14 17:51,"2,029",275,NO NOTES,2304,0.46,1,
2026-08-12T14:29:35.834917,WG,72118344,"$3,842.48","KANSAS CITY, MO",08/17 09:00,"SOUDERTON, PA",08/18 10:38,"1,594","1,135",NO NOTES,2729,1.41,15,
2026-08-12T14:29:38.628636,WG,72118233,"$5,020.09","OLIVE BRANCH, MS",08/17 09:00,"WHITTIER, CA",08/19 13:42,"1,782","1,804",NO NOTES,3586,1.40,16,
2026-08-12T14:37:40.231952,WG,72095757,"$3,236.84","GLENCOE, MN",08/17 14:30,"BRANCHBURG, NJ",08/18 18:12,"1,846","1,232","CUSTOMER REQUIRES TEMPERATURE PRINTOUT AT DELIVERY ARRIVAL, ALSO NOTATE DOORS OPENED/CLOSED TIMES ON BOL",3078,1.05,4,
2026-08-12T14:42:37.635878,WG,72118348,"$2,713.47","LOUISVILLE, KY",08/13 07:30,"ORLANDO, FL",08/14 08:00,"2,062",861,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2923,0.93,2,
2026-08-12T14:50:37.535863,WG,72118324,"$2,406.19","SMYRNA, GA",08/17 10:00,"PATUXENT RIVER, MD",08/18 08:00,"2,145",648,NO NOTES,2793,0.86,2,
2026-08-12T15:02:40.926868,WG,72117269,"$3,031.03","CALEDONIA, MI",08/17 15:00,"TITUSVILLE, NJ",08/18 08:07,"2,153",734,NO NOTES,2887,1.05,4,
